filename,foreground,background,specimen_id,train_or_test,nuclei_count,area_min,area_max,area_mean,image_height,image_width,image_mean_intensity,image_violet_intensity
72e8c49dea44787114fd191f9e97e260f961c6e7ae4715bc95cc91db8d91a4e3.png,white,black,72e8c49dea44787114fd191f9e97e260f961c6e7ae4715bc95cc91db8d91a4e3,train,25,14.0,381.0,121.26923076923077,256,256,16.959716796875,0
e321cfa987e77c21373a0f8b1236c83d6636306949a82a7f5b07fc0838e7777f.png,white,black,e321cfa987e77c21373a0f8b1236c83d6636306949a82a7f5b07fc0838e7777f,train,15,28.0,418.0,172.7,256,256,4.7610015869140625,0
80632d6be60c8462e50d51bcf5caf15308931603095d6b5e772a115cd0d0470c.png,white,black,80632d6be60c8462e50d51bcf5caf15308931603095d6b5e772a115cd0d0470c,train,36,2.0,3109.0,301.7671755725191,512,640,5.016229248046875,0
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808.png,white,black,697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,test,60,0.0,0.0,0.0,256,256,32.93742370605469,0
70827e40a7155391984e56703c6df3392fb4a94bbd6c7008da6a6ca3244965d9.png,white,black,70827e40a7155391984e56703c6df3392fb4a94bbd6c7008da6a6ca3244965d9,train,28,2.0,3050.0,1132.4354838709678,360,360,13.092145061728395,0
31f1fbe85b8899258ea5bcf5f93f7ac8238660c386aeab40649c715bd2e38a0a.png,white,black,31f1fbe85b8899258ea5bcf5f93f7ac8238660c386aeab40649c715bd2e38a0a,test,5,0.0,0.0,0.0,256,256,15.177413940429688,0
6fe2df6de1d962b90146c822bcefc84d0d3d6926fdfbacd3acdc9de830ee5622.png,white,black,6fe2df6de1d962b90146c822bcefc84d0d3d6926fdfbacd3acdc9de830ee5622,train,206,64.0,1111.5,553.7063106796116,520,696,13.022991268788683,0
e9b8ad127f2163438b6236c74938f43d7b4863aaf39a16367f4af59bfd96597b.png,white,black,e9b8ad127f2163438b6236c74938f43d7b4863aaf39a16367f4af59bfd96597b,train,12,24.0,153.0,88.25,256,256,14.200836181640625,0
ae9f76b5360df3f60f3cdd389652b96e823080bb830dd8c79e7f1e597d51bc1c.png,white,black,ae9f76b5360df3f60f3cdd389652b96e823080bb830dd8c79e7f1e597d51bc1c,train,73,14.0,138.5,56.97260273972603,256,256,20.03106689453125,0
45c3bdef1819ba7029990e159f61543ed25781d13fb4dc5d4de52e803debd7d3.png,white,black,45c3bdef1819ba7029990e159f61543ed25781d13fb4dc5d4de52e803debd7d3,train,8,84.0,3313.0,1460.75,520,696,12.969053934571177,0
ddf1bf458312de2895dd9cc5ce7ec9d334ad54c35edc96ad6001d20b1d8588d8.png,white,black,ddf1bf458312de2895dd9cc5ce7ec9d334ad54c35edc96ad6001d20b1d8588d8,train,30,2.0,138.0,65.69354838709677,256,256,29.104248046875,0
a22b7882fa85b9f0fcef659a7b82bfcddf01710f9a7617a9e036e84ac6901841.png,white,black,a22b7882fa85b9f0fcef659a7b82bfcddf01710f9a7617a9e036e84ac6901841,train,31,14.0,733.0,261.5806451612903,256,256,7.7596893310546875,0
54fe2d3416951cbc48f8718624c86a7ae58b6022a7fa75591b13f625cf53658b.png,white,black,54fe2d3416951cbc48f8718624c86a7ae58b6022a7fa75591b13f625cf53658b,train,25,49.5,223.5,117.62,256,256,8.349990844726562,0
6bd18a218d25247dc456aed124c066a6397fb93086e860e4d04014bfa9c9555d.png,white,black,6bd18a218d25247dc456aed124c066a6397fb93086e860e4d04014bfa9c9555d,train,46,27.0,295.0,106.3695652173913,256,256,11.85186767578125,0
2bf594e9d06f78b4b79d7ffb395497a0a91126b6b0d710d7a9cee21f5c3bd177.png,white,black,2bf594e9d06f78b4b79d7ffb395497a0a91126b6b0d710d7a9cee21f5c3bd177,train,23,2.0,922.5,337.90384615384613,256,256,8.229461669921875,0
2b50b1e3fa5c5aa39bc84ebfaea9961b7199c4d2488ae0b48d0b3459807d59d2.png,white,black,2b50b1e3fa5c5aa39bc84ebfaea9961b7199c4d2488ae0b48d0b3459807d59d2,train,11,27.0,249.5,140.0909090909091,256,256,6.696075439453125,0
56d0da5b663ddd49955478c00ca03118c367ff7dd6a646b8c875b0acb207d1c5.png,white,black,56d0da5b663ddd49955478c00ca03118c367ff7dd6a646b8c875b0acb207d1c5,train,24,50.0,2864.0,1518.875,360,360,13.178881172839507,0
5bda829acd824821bc1f3f6573cf065d364653d5322f033a4af943f7a6170566.png,white,black,5bda829acd824821bc1f3f6573cf065d364653d5322f033a4af943f7a6170566,train,20,2.0,3615.0,1418.2727272727273,360,360,8.171890432098765,0
a486f6ed4b8781e7883e433d06a83dd66db3e8b36d45b9976c4214820ee22629.png,white,black,a486f6ed4b8781e7883e433d06a83dd66db3e8b36d45b9976c4214820ee22629,train,53,25.5,1644.0,853.2169811320755,520,696,5.042716622458002,0
3b3f516ebc9a16cff287a5ffd3a1861a345a6d38bedbba74f1c0b0e0eac62afd.png,white,black,3b3f516ebc9a16cff287a5ffd3a1861a345a6d38bedbba74f1c0b0e0eac62afd,train,40,2.0,854.5,304.468085106383,256,256,11.977066040039062,0
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0.png,white,black,519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0,test,10,0.0,0.0,0.0,256,256,4.636383056640625,0
2ad489c11ed8b77a9d8a2339ac64ffc38e79281c03a2507db4688fd3186c0fe5.png,white,black,2ad489c11ed8b77a9d8a2339ac64ffc38e79281c03a2507db4688fd3186c0fe5,train,9,16.5,251.0,131.61111111111111,256,256,4.9373321533203125,0
139946af9e2c7ef4f0298e622b831dbef5e5c0cd088eb5bc3382f8df9355443d.png,white,black,139946af9e2c7ef4f0298e622b831dbef5e5c0cd088eb5bc3382f8df9355443d,train,10,77.0,159.0,110.45,256,256,4.6831512451171875,0
df9a4212ecb67bb4e58eba62f293b91f9d6f1dde73e38fa891c75661d419fc97.png,white,black,df9a4212ecb67bb4e58eba62f293b91f9d6f1dde73e38fa891c75661d419fc97,train,26,40.5,477.0,211.48076923076923,256,256,15.59307861328125,0
12aeefb1b522b283819b12e4cfaf6b13c1264c0aadac3412b4edd2ace304cb40.png,white,black,12aeefb1b522b283819b12e4cfaf6b13c1264c0aadac3412b4edd2ace304cb40,train,124,34.0,892.5,376.78225806451616,520,696,31.213138262599468,0
6c85029f850d392791e13f74963391054ff54e508967bbd091ee510e9e58e011.png,white,black,6c85029f850d392791e13f74963391054ff54e508967bbd091ee510e9e58e011,train,8,64.5,338.5,155.8125,256,256,4.5160369873046875,0
f43169e3d8b4f71e687945b9e72cbfdfe2e40e68842568e6a30c60d64c1378b6.png,white,black,f43169e3d8b4f71e687945b9e72cbfdfe2e40e68842568e6a30c60d64c1378b6,train,18,38.0,335.0,129.05555555555554,256,256,7.46343994140625,0
5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590.png,white,black,5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590,train,27,131.5,3571.0,1552.388888888889,360,360,13.226118827160494,0
5cc036b65f7f2d5480e2be111a561f3713ac021683a9a9138dc49492a29ce856.png,white,black,5cc036b65f7f2d5480e2be111a561f3713ac021683a9a9138dc49492a29ce856,train,16,26.0,928.0,329.65625,256,256,6.1543731689453125,0
fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3.png,white,black,fac507fa4d1649e8b24c195d990f1fc3ca3633d917839e1751a9d412a14ab5e3,test,32,0.0,0.0,0.0,256,256,18.413528442382812,0
072ff14c1d3245bf49ad6f1d4c71cdb18f1cb78a8e06fd2f53767e28f727cb81.png,white,black,072ff14c1d3245bf49ad6f1d4c71cdb18f1cb78a8e06fd2f53767e28f727cb81,train,7,14.0,256.5,146.35714285714286,256,256,4.8692779541015625,0
fc345dac2205deb169bd70197f07f053bada80b61ffa69fdfb490758323ead69.png,white,black,fc345dac2205deb169bd70197f07f053bada80b61ffa69fdfb490758323ead69,train,10,21.5,216.5,108.45,256,256,5.9008941650390625,0
29780b28e6a75fac7b96f164a1580666513199794f1b19a5df8587fe0cb59b67.png,white,black,29780b28e6a75fac7b96f164a1580666513199794f1b19a5df8587fe0cb59b67,train,28,16.0,302.5,128.625,256,256,15.953125,0
c15c652c08153fb781a5349123ab8f80bb2a8680a41eb8e89e547ae01b7a5441.png,white,black,c15c652c08153fb781a5349123ab8f80bb2a8680a41eb8e89e547ae01b7a5441,train,4,643.5,2437.0,1707.25,520,696,13.388657714412025,0
094afe36759e7daffe12188ab5987581d405b06720f1d5acf3f2614f404df380.png,white,black,094afe36759e7daffe12188ab5987581d405b06720f1d5acf3f2614f404df380,train,65,14.0,152.0,49.253846153846155,256,256,19.444366455078125,0
4948e3dfe0483c2198b9616612071ead5474dffd223071cf0a567aea9aca0b9e.png,white,black,4948e3dfe0483c2198b9616612071ead5474dffd223071cf0a567aea9aca0b9e,train,22,2.0,2950.0,1556.0,360,360,9.546080246913581,0
ec031f176dafe0b36547068ce42eab39428ec7995dac1b3ea52d1db79b61fdeb.png,white,black,ec031f176dafe0b36547068ce42eab39428ec7995dac1b3ea52d1db79b61fdeb,train,9,54.5,241.0,127.11111111111111,256,256,15.333145141601562,0
e66a97b2c77f3d66a7d3cebbc6a36c8c6259368a397f7b67647ed80ad53aa776.png,white,black,e66a97b2c77f3d66a7d3cebbc6a36c8c6259368a397f7b67647ed80ad53aa776,train,11,12.0,316.0,157.63636363636363,256,256,17.3482666015625,0
db45946a4412a2137674ec075b6892ccd682b77826aba618210569bbc65cf2b0.png,white,black,db45946a4412a2137674ec075b6892ccd682b77826aba618210569bbc65cf2b0,train,21,15.5,273.0,118.19047619047619,256,256,7.7744293212890625,0
ba3997edd3fcb2f823ecdf870d2b607f08bff848f72a5cf72340bae5aca7c5ce.png,white,black,ba3997edd3fcb2f823ecdf870d2b607f08bff848f72a5cf72340bae5aca7c5ce,train,43,21.0,290.5,121.56976744186046,256,256,11.9150390625,0
777f7c4269279951ae05b56e806745e613297d411d048c0bce8964afd7d71a4b.png,white,black,777f7c4269279951ae05b56e806745e613297d411d048c0bce8964afd7d71a4b,train,44,0.0,3282.0,1085.4888888888888,360,360,16.58099537037037,0
2817299fd3b88670e86a9db5651ba24333c299d1d41e5491aabfcd95aee84174.png,white,black,2817299fd3b88670e86a9db5651ba24333c299d1d41e5491aabfcd95aee84174,train,16,57.5,282.5,140.84375,256,256,7.7252349853515625,0
a102535b0e88374bea4a1cfd9ee7cb3822ff54f4ab2a9845d428ec22f9ee2288.png,white,black,a102535b0e88374bea4a1cfd9ee7cb3822ff54f4ab2a9845d428ec22f9ee2288,train,375,2.0,326.0,78.91753926701571,603,1272,11.057052264881046,0
9e4f8ec60a0d622a02c0e16eedcc0101f88ddefbcec2383946c4572b57a1e43a.png,white,black,9e4f8ec60a0d622a02c0e16eedcc0101f88ddefbcec2383946c4572b57a1e43a,train,53,13.5,109.5,49.509433962264154,256,256,18.565032958984375,0
a6593632dcbbe4c9e9429a9cec573d26fd8c91a47d554d315f25e7c2e0280ee3.png,white,black,a6593632dcbbe4c9e9429a9cec573d26fd8c91a47d554d315f25e7c2e0280ee3,train,10,37.0,218.5,139.45,256,256,15.546234130859375,0
1400420310c9094361a8a243545187f1d4c2365e081b3bb08c5fa29c7491a55b.png,white,black,1400420310c9094361a8a243545187f1d4c2365e081b3bb08c5fa29c7491a55b,train,25,2.0,3270.0,355.9022988505747,512,640,5.061175537109375,0
bb481eae02085bbae08742f702b9ab7d8b2ff9df2fbefeee9fac51f7c77dd01f.png,white,black,bb481eae02085bbae08742f702b9ab7d8b2ff9df2fbefeee9fac51f7c77dd01f,train,26,18.0,564.0,218.44230769230768,256,256,10.062820434570312,0
a02ec007ae8feddb758078b1dfb8010c26886fd3c8babdc308ead8b4a63acbdb.png,white,black,a02ec007ae8feddb758078b1dfb8010c26886fd3c8babdc308ead8b4a63acbdb,train,71,31.0,908.0,404.28169014084506,520,696,6.520907935455349,0
ead9464a50a17f74bf1b6471d94ecce8d887cf518c8fedc6c6048eb948bc4e49.png,white,black,ead9464a50a17f74bf1b6471d94ecce8d887cf518c8fedc6c6048eb948bc4e49,train,6,64.5,235.0,161.66666666666666,256,256,5.506622314453125,0
8f6e49e474ebb649a1e99662243d51a46cc9ba0c9c8f1efe2e2b662a81b48de1.png,white,black,8f6e49e474ebb649a1e99662243d51a46cc9ba0c9c8f1efe2e2b662a81b48de1,train,74,13.5,227.5,95.0945945945946,256,256,13.048309326171875,0
d7fc0d0a7339211f2433829c6553b762e2b9ef82cfe218d58ecae6643fa8e9c7.png,white,black,d7fc0d0a7339211f2433829c6553b762e2b9ef82cfe218d58ecae6643fa8e9c7,train,18,51.5,254.0,147.19444444444446,256,256,16.20111083984375,0
a90cad45551d62c5cfa89517df8eb5e8f2f87f1a6e6678e606907afcbad91731.png,white,black,a90cad45551d62c5cfa89517df8eb5e8f2f87f1a6e6678e606907afcbad91731,train,140,15.5,877.5,395.0678571428571,520,696,23.99387986295314,0
b2c5d8653c621207e97b699e5c4c05d13df4f02d9db3e594b1f0c22e5b746aae.png,white,black,b2c5d8653c621207e97b699e5c4c05d13df4f02d9db3e594b1f0c22e5b746aae,train,24,16.0,283.5,123.85416666666667,256,256,6.609375,0
b560dba92fbf2af785739efced50d5866c86dc4dada9be3832138bef4c3524d2.png,white,black,b560dba92fbf2af785739efced50d5866c86dc4dada9be3832138bef4c3524d2,train,23,14.0,116.0,57.19565217391305,256,256,16.25640869140625,0
bdc789019cee8ddfae20d5f769299993b4b330b2d38d1218646cf89e77fbbd4d.png,white,black,bdc789019cee8ddfae20d5f769299993b4b330b2d38d1218646cf89e77fbbd4d,test,28,0.0,0.0,0.0,520,696,22.489445181255526,0
193ffaa5272d5c421ae02130a64d98ad120ec70e4ed97a72cdcd4801ce93b066.png,white,black,193ffaa5272d5c421ae02130a64d98ad120ec70e4ed97a72cdcd4801ce93b066,train,157,14.5,722.5,408.0668789808917,520,696,26.40374944739169,0
c322c72b9d411e631580fee9312885088b4bb14ed297aa4b246ec943533b3ffb.png,white,black,c322c72b9d411e631580fee9312885088b4bb14ed297aa4b246ec943533b3ffb,train,11,46.0,302.0,159.27272727272728,256,256,4.4466094970703125,0
f35ab34528e3e2d2589d24cbffc0e10024dfc474a68585d0b5feb7b05aa0067f.png,white,black,f35ab34528e3e2d2589d24cbffc0e10024dfc474a68585d0b5feb7b05aa0067f,train,9,106.5,211.0,154.77777777777777,256,256,5.1448211669921875,0
b76ff33ae9da28f9cd8bdce465d45f1eca399db3ffa83847535708e0d511fe38.png,white,black,b76ff33ae9da28f9cd8bdce465d45f1eca399db3ffa83847535708e0d511fe38,train,90,68.0,1373.5,621.9166666666666,520,696,6.705727785145888,0
619429303c1af7540916509fe7900cf483eba4391b06aac87ff7f66ca1ab6483.png,white,black,619429303c1af7540916509fe7900cf483eba4391b06aac87ff7f66ca1ab6483,train,24,71.5,555.5,342.4791666666667,256,256,7.0159149169921875,0
e856511ac1c34d24320eb7c56c05a4a3340d06667b4f5b8e8df615d415c7f650.png,white,black,e856511ac1c34d24320eb7c56c05a4a3340d06667b4f5b8e8df615d415c7f650,train,27,21.5,154.0,77.81481481481481,256,256,20.912750244140625,0
212b858a66f0d23768b8e3e1357704fc2f4cf4bbe7eed8cd59b5d01031d553e6.png,white,black,212b858a66f0d23768b8e3e1357704fc2f4cf4bbe7eed8cd59b5d01031d553e6,train,100,12.0,1043.0,465.725,520,696,20.814268346595934,0
1023509cf8d4c155467800f89508690be9513431992f470594281cd37dbd020d.png,white,black,1023509cf8d4c155467800f89508690be9513431992f470594281cd37dbd020d,train,23,240.0,3706.5,1782.608695652174,360,360,13.003132716049382,0
ef6634efb46567d87b811be786b18c4cd0e2cda23d79b65d6afe0d259ef3ade6.png,white,black,ef6634efb46567d87b811be786b18c4cd0e2cda23d79b65d6afe0d259ef3ade6,train,32,57.5,754.0,365.9375,256,256,10.2099609375,0
da8ca06ccbb4e2a8718f7c2939ef6cc3a4088981f660842ad885a8273e740d55.png,white,black,da8ca06ccbb4e2a8718f7c2939ef6cc3a4088981f660842ad885a8273e740d55,train,60,13.0,172.0,98.425,256,256,13.184814453125,0
0b2e702f90aee4fff2bc6e4326308d50cf04701082e718d4f831c8959fbcda93.png,white,black,0b2e702f90aee4fff2bc6e4326308d50cf04701082e718d4f831c8959fbcda93,train,5,136.0,198.0,166.4,256,256,14.61944580078125,0
1bd0f2b3000b7c7723f25335fabfcdddcdf4595dd7de1b142d52bb7a186885f0.png,white,black,1bd0f2b3000b7c7723f25335fabfcdddcdf4595dd7de1b142d52bb7a186885f0,train,23,31.0,4457.0,1785.6739130434783,360,360,12.977916666666667,0
cb4df20a83b2f38b394c67f1d9d4aef29f9794d5345da3576318374ec3a11490.png,white,black,cb4df20a83b2f38b394c67f1d9d4aef29f9794d5345da3576318374ec3a11490,train,250,14.5,221.5,99.676,603,1272,4.76857849119184,0
2349e95ece2857c89db7e4a8be8c88af0b45f3c4262608120cb3bd6ef51fd241.png,white,black,2349e95ece2857c89db7e4a8be8c88af0b45f3c4262608120cb3bd6ef51fd241,train,9,20.0,219.0,142.61111111111111,256,256,4.04571533203125,0
b4d902d42c93dea77b541456f8d905f35eeb24fc3a5b0b15b5678d78e0aabe0c.png,white,black,b4d902d42c93dea77b541456f8d905f35eeb24fc3a5b0b15b5678d78e0aabe0c,train,17,21.0,217.0,113.20588235294117,256,256,16.297821044921875,0
e5384c905e9879cb6e8ff5250fb03155bc1db035d8dde458eece9078b7de8ff1.png,white,black,e5384c905e9879cb6e8ff5250fb03155bc1db035d8dde458eece9078b7de8ff1,train,28,42.0,2623.0,1540.517857142857,360,360,14.827507716049382,0
243443ae303cc09cfbea85bfd22b0c4f026342f3dfc3aa1076f27867910d025b.png,white,black,243443ae303cc09cfbea85bfd22b0c4f026342f3dfc3aa1076f27867910d025b,train,62,14.0,340.0,88.38709677419355,256,256,21.3526611328125,0
4e1c889de3764694d0dea41e5682fedb265eaf2cdbe72ff6c1f518747d709464.png,white,black,4e1c889de3764694d0dea41e5682fedb265eaf2cdbe72ff6c1f518747d709464,train,43,23.0,2807.5,1458.1162790697674,520,696,29.98708278072502,0
06350c7cc618be442c15706db7a68e91f313758d224de4608f9b960106d4f9ca.png,white,black,06350c7cc618be442c15706db7a68e91f313758d224de4608f9b960106d4f9ca,train,19,33.0,363.0,208.52631578947367,256,256,6.3853607177734375,0
8b77284d6f37ab3fc826139ebadaec3b9d81c552fe525c3547bbbd6c65ac0d83.png,white,black,8b77284d6f37ab3fc826139ebadaec3b9d81c552fe525c3547bbbd6c65ac0d83,train,7,68.0,431.5,226.28571428571428,256,256,12.749160766601562,0
fdda64c47361b0d1a146e5b7b48dc6b7de615ea80b31f01227a3b16469589528.png,white,black,fdda64c47361b0d1a146e5b7b48dc6b7de615ea80b31f01227a3b16469589528,train,30,35.0,483.5,276.6,256,256,11.8309326171875,0
6f8197baf738986a1ec3b6ba92b567863d897a739376b7cec5599ad6cecafdfc.png,white,black,6f8197baf738986a1ec3b6ba92b567863d897a739376b7cec5599ad6cecafdfc,train,20,45.5,3413.0,1835.1,520,696,22.063699160035366,0
4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee.png,white,black,4be73d68f433869188fe5e7f09c7f681ed51003da6aa5d19ce368726d8e271ee,test,45,0.0,0.0,0.0,256,256,16.25897216796875,0
03f583ec5018739f4abb9b3b4a580ac43bd933c4337ad8877aa18b1dfb59fc9a.png,white,black,03f583ec5018739f4abb9b3b4a580ac43bd933c4337ad8877aa18b1dfb59fc9a,train,17,120.5,3761.0,2014.4705882352941,360,360,10.967121913580247,0
5ba4facefc949c920d7054813a3e846b000969da2ed860148bdfd18456f59bcc.png,white,black,5ba4facefc949c920d7054813a3e846b000969da2ed860148bdfd18456f59bcc,train,31,2.0,2859.0,805.1770833333334,360,360,9.896350308641976,0
68f833de9f8c631cedd7031b8ed9b908c42cbbc1e14254722728a8b7d596fd4c.png,white,black,68f833de9f8c631cedd7031b8ed9b908c42cbbc1e14254722728a8b7d596fd4c,train,32,12.5,105.0,52.453125,256,256,31.512405395507812,0
03398329ced0c23b9ac3fac84dd53a87d9ffe4d9d10f1b5fe8df8fac12380776.png,white,black,03398329ced0c23b9ac3fac84dd53a87d9ffe4d9d10f1b5fe8df8fac12380776,train,16,17.0,121.5,63.15625,256,256,16.871002197265625,0
4c032609d377bd980e01f888e0b298600bf8af0e33c4271a1f3aaf76964dce06.png,white,black,4c032609d377bd980e01f888e0b298600bf8af0e33c4271a1f3aaf76964dce06,train,23,103.5,2810.0,1430.6739130434783,360,360,11.763047839506173,0
6fb82031f7fc5f4fa6e0bc2ef3421db19036b5c2cdd2725009ab465d66d61d72.png,white,black,6fb82031f7fc5f4fa6e0bc2ef3421db19036b5c2cdd2725009ab465d66d61d72,train,7,16.5,326.0,152.21428571428572,256,256,15.755477905273438,0
f4c4db3df4ff0de90f44b027fc2e28c16bf7e5c75ea75b0a9762bbb7ac86e7a3.png,white,black,f4c4db3df4ff0de90f44b027fc2e28c16bf7e5c75ea75b0a9762bbb7ac86e7a3,train,68,18.0,248.0,100.31617647058823,603,1272,0.9830316447114532,0
9a71a416f98971aa14f63ef91242654cc9191a1414ce8bbd38066fe94559aa4f.png,white,black,9a71a416f98971aa14f63ef91242654cc9191a1414ce8bbd38066fe94559aa4f,train,10,54.0,296.5,134.4,256,256,4.9718475341796875,0
dec1764c00e8b3c4bf1fc7a2fda341279218ff894186b0c2664128348683c757.png,white,black,dec1764c00e8b3c4bf1fc7a2fda341279218ff894186b0c2664128348683c757,train,21,14.0,3171.0,1523.2380952380952,360,360,11.743433641975308,0
3874755f6222e83006fdad4d664ec0d9697c13af4fbe24b2f9a059bb13075186.png,white,black,3874755f6222e83006fdad4d664ec0d9697c13af4fbe24b2f9a059bb13075186,train,15,31.0,362.5,116.63333333333334,256,256,15.671768188476562,0
d52958107d0b1f0288f50f346a833df3df485b92d5516cfcb536e73ab7adafd0.png,white,black,d52958107d0b1f0288f50f346a833df3df485b92d5516cfcb536e73ab7adafd0,train,126,26.5,1108.5,602.0396825396825,520,696,8.276041666666666,0
92e7e86e765e05ce331c07a6d14f0a696eac7ee40058699243900f40b696d7aa.png,white,black,92e7e86e765e05ce331c07a6d14f0a696eac7ee40058699243900f40b696d7aa,train,12,14.0,284.5,164.0,256,256,14.403732299804688,0
6aa7dd0c88bec4f96cdd497f9c37779733033d9ec6513307461302d36bd32ac7.png,white,black,6aa7dd0c88bec4f96cdd497f9c37779733033d9ec6513307461302d36bd32ac7,train,10,34.0,337.0,170.35,256,256,14.9437255859375,0
79dfcbc9361edd3a1ffe81a5bdaa22a197ad1341f3fa64b86a646c2607d6b324.png,white,black,79dfcbc9361edd3a1ffe81a5bdaa22a197ad1341f3fa64b86a646c2607d6b324,train,12,57.0,3091.0,2069.4583333333335,520,696,17.57424845269673,0
2cfa61bef6542dd359717e9131ce6f076c415a3bd7f48cb093b0d7f3b2ca785d.png,white,black,2cfa61bef6542dd359717e9131ce6f076c415a3bd7f48cb093b0d7f3b2ca785d,train,107,41.0,1423.5,614.6168224299065,520,696,7.138867705570291,0
4b274461c6d001a7a9aeaf5952b40ac4934d1be96b9c176edfd628a8f77e6df2.png,white,black,4b274461c6d001a7a9aeaf5952b40ac4934d1be96b9c176edfd628a8f77e6df2,train,16,11.0,262.0,113.125,256,256,4.77099609375,0
bff985591dd5d6303018a6e9a3dcfb336771a414ad4605c24ce1c1155fc86a96.png,white,black,bff985591dd5d6303018a6e9a3dcfb336771a414ad4605c24ce1c1155fc86a96,train,17,14.0,281.5,75.76470588235294,256,256,17.162078857421875,0
c0c4a829c8d33d16a02f5dc0411597329f4b4d726ed6a22b5530cf6c8e106c4e.png,white,black,c0c4a829c8d33d16a02f5dc0411597329f4b4d726ed6a22b5530cf6c8e106c4e,train,15,14.0,261.0,93.83333333333333,256,256,16.669815063476562,0
fa751ff3a6332c95cb5cb1d28563553914295e9e7d35c4b6bd267241e8a0787c.png,white,black,fa751ff3a6332c95cb5cb1d28563553914295e9e7d35c4b6bd267241e8a0787c,train,43,25.5,276.0,137.58139534883722,256,256,10.679397583007812,0
21408476af0506331e8b5d49b385833e5ef1fbb90815fbf9af9d19b4bb145f76.png,white,black,21408476af0506331e8b5d49b385833e5ef1fbb90815fbf9af9d19b4bb145f76,train,8,13.0,271.5,119.1875,256,256,4.0098724365234375,0
d1b173875e2261f55014bd27bd7174b9ae1c769338c1b31b5d737e9e60175993.png,white,black,d1b173875e2261f55014bd27bd7174b9ae1c769338c1b31b5d737e9e60175993,train,9,63.5,236.5,133.44444444444446,256,256,16.02508544921875,0
